Rank,Title,Year,Geek_Rating,Avg_Rating,Num_Voters,URL
624,Blood Bowl (Third Edition),1994,6.892,7.55,5704,https://boardgamegeek.com/boardgame/712/blood-bowl-third-edition
625,Terrorscape,2023,6.892,8.09,3272,https://boardgamegeek.com/boardgame/371433/terrorscape
626,Oceans,2020,6.892,7.39,7594,https://boardgamegeek.com/boardgame/232414/oceans
627,Port Royal,2014,6.891,7.10,19128,https://boardgamegeek.com/boardgame/156009/port-royal
628,Railroad Ink: Deep Blue Edition,2018,6.891,7.14,14771,https://boardgamegeek.com/boardgame/245654/railroad-ink-deep-blue-edition
629,Nova Luna,2019,6.891,7.25,10117,https://boardgamegeek.com/boardgame/284435/nova-luna
630,Escape Plan,2019,6.889,7.48,5867,https://boardgamegeek.com/boardgame/142379/escape-plan
631,Charterstone,2017,6.888,7.18,15344,https://boardgamegeek.com/boardgame/197376/charterstone
632,Ingenious,2004,6.888,7.09,18029,https://boardgamegeek.com/boardgame/9674/ingenious
633,Star Wars: Unlimited,2024,6.886,8.06,3166,https://boardgamegeek.com/boardgame/387866/star-wars-unlimited
634,Space Empires 4X,2011,6.886,7.72,4294,https://boardgamegeek.com/boardgame/84419/space-empires-4x
635,Argent: The Consortium,2015,6.885,7.60,4735,https://boardgamegeek.com/boardgame/144797/argent-the-consortium
636,Luthier,2025,6.884,8.20,2646,https://boardgamegeek.com/boardgame/371330/luthier
637,Compile,2024,6.883,7.82,3763,https://boardgamegeek.com/boardgame/406652/compile
638,Raptor,2015,6.880,7.21,10873,https://boardgamegeek.com/boardgame/177639/raptor
639,Detective: City of Angels,2019,6.879,7.85,3533,https://boardgamegeek.com/boardgame/218074/detective-city-of-angels
640,Star Wars: X-Wing (Second Edition),2018,6.877,8.02,3368,https://boardgamegeek.com/boardgame/252328/star-wars-x-wing-second-edition
641,Camel Up,2014,6.877,7.03,29137,https://boardgamegeek.com/boardgame/153938/camel-up
642,Jamaica,2007,6.877,7.06,22237,https://boardgamegeek.com/boardgame/28023/jamaica
643,Small World Underground,2011,6.877,7.22,11491,https://boardgamegeek.com/boardgame/97786/small-world-underground
644,Love Letter: Premium Edition,2016,6.876,7.43,6452,https://boardgamegeek.com/boardgame/196326/love-letter-premium-edition
645,"Labyrinth: The War on Terror, 2001 – ?",2010,6.876,7.56,5198,https://boardgamegeek.com/boardgame/62227/labyrinth-the-war-on-terror-2001
646,TZAAR,2007,6.875,7.66,4146,https://boardgamegeek.com/boardgame/31999/tzaar
647,Wabash Cannonball,2007,6.875,7.26,8668,https://boardgamegeek.com/boardgame/31730/wabash-cannonball
648,Discworld: Ankh-Morpork,2011,6.874,7.26,10891,https://boardgamegeek.com/boardgame/91312/discworld-ankh-morpork
649,RoboRally,1994,6.873,7.05,24460,https://boardgamegeek.com/boardgame/18/roborally
650,1775: Rebellion,2013,6.873,7.63,4474,https://boardgamegeek.com/boardgame/128996/1775-rebellion
651,Etherfields,2020,6.872,7.84,4606,https://boardgamegeek.com/boardgame/280794/etherfields
652,Zenith,2025,6.872,7.97,3293,https://boardgamegeek.com/boardgame/424219/zenith
653,Shadows of Brimstone: City of the Ancients,2014,6.872,7.94,4079,https://boardgamegeek.com/boardgame/146791/shadows-of-brimstone-city-of-the-ancients
654,Fleet: The Dice Game,2018,6.871,7.60,4523,https://boardgamegeek.com/boardgame/245961/fleet-the-dice-game
655,Sushi Go!,2013,6.870,6.98,52220,https://boardgamegeek.com/boardgame/133473/sushi-go
656,Crusaders: Thy Will Be Done,2018,6.870,7.48,5421,https://boardgamegeek.com/boardgame/170624/crusaders-thy-will-be-done
657,Runebound (Third Edition),2015,6.869,7.47,6643,https://boardgamegeek.com/boardgame/181530/runebound-third-edition
658,Blackout: Hong Kong,2018,6.869,7.39,6394,https://boardgamegeek.com/boardgame/262215/blackout-hong-kong
659,1846: The Race for the Midwest,2005,6.869,7.86,3236,https://boardgamegeek.com/boardgame/17405/1846-the-race-for-the-midwest
660,Kingdom Legacy: Feudal Kingdom,2024,6.869,8.06,2853,https://boardgamegeek.com/boardgame/415776/kingdom-legacy-feudal-kingdom
661,Warp's Edge,2020,6.867,7.64,4441,https://boardgamegeek.com/boardgame/296237/warps-edge
662,Libertalia,2012,6.866,7.10,14748,https://boardgamegeek.com/boardgame/125618/libertalia
663,The Grizzled,2015,6.866,7.11,15552,https://boardgamegeek.com/boardgame/171668/the-grizzled
664,Valeria: Card Kingdoms,2016,6.865,7.43,6416,https://boardgamegeek.com/boardgame/170561/valeria-card-kingdoms
665,Karuba,2015,6.864,7.16,11897,https://boardgamegeek.com/boardgame/183251/karuba
666,Freedom: The Underground Railroad,2013,6.863,7.57,4658,https://boardgamegeek.com/boardgame/119506/freedom-the-underground-railroad
667,La Granja: Deluxe Master Set,2023,6.862,8.21,2438,https://boardgamegeek.com/boardgame/341945/la-granja-deluxe-master-set
668,Last Will,2011,6.862,7.16,10983,https://boardgamegeek.com/boardgame/97842/last-will
669,Broom Service,2015,6.860,7.17,11403,https://boardgamegeek.com/boardgame/172308/broom-service
670,Azul: Queen's Garden,2021,6.860,7.44,6240,https://boardgamegeek.com/boardgame/346965/azul-queens-garden
671,Bullet♥︎,2021,6.859,7.61,4620,https://boardgamegeek.com/boardgame/307305/bullet-love
672,Airlines Europe,2011,6.859,7.29,7609,https://boardgamegeek.com/boardgame/90419/airlines-europe
673,Elysium,2015,6.858,7.19,10161,https://boardgamegeek.com/boardgame/163968/elysium
674,Legends of Andor,2012,6.858,7.08,20813,https://boardgamegeek.com/boardgame/127398/legends-of-andor
675,Moon Colony Bloodbath,2025,6.857,7.65,4298,https://boardgamegeek.com/boardgame/425549/moon-colony-bloodbath
676,Take 5,1994,6.857,6.98,32516,https://boardgamegeek.com/boardgame/432/take-5
677,Draftosaurus,2019,6.857,7.08,16792,https://boardgamegeek.com/boardgame/264055/draftosaurus
678,One Night Ultimate Werewolf,2014,6.856,7.03,30803,https://boardgamegeek.com/boardgame/147949/one-night-ultimate-werewolf
679,Unmatched: Jurassic Park – InGen vs Raptors,2020,6.856,8.10,2889,https://boardgamegeek.com/boardgame/284777/unmatched-jurassic-park-ingen-vs-raptors
680,First Class: All Aboard the Orient Express!,2016,6.855,7.40,5954,https://boardgamegeek.com/boardgame/206941/first-class-all-aboard-the-orient-express
681,Blood Bowl: Living Rulebook,2004,6.855,7.85,3434,https://boardgamegeek.com/boardgame/15985/blood-bowl-living-rulebook
682,DVONN,2001,6.855,7.44,5724,https://boardgamegeek.com/boardgame/2346/dvonn
683,Atlantis Rising (Second Edition),2019,6.855,7.48,5333,https://boardgamegeek.com/boardgame/248490/atlantis-rising-second-edition
684,The Fox in the Forest,2017,6.854,7.05,18229,https://boardgamegeek.com/boardgame/221965/the-fox-in-the-forest
685,Vikings,2007,6.853,7.24,8724,https://boardgamegeek.com/boardgame/27173/vikings
686,Sentinels of the Multiverse,2011,6.852,7.13,16458,https://boardgamegeek.com/boardgame/102652/sentinels-of-the-multiverse
687,Euphoria: Build a Better Dystopia,2013,6.852,7.16,11403,https://boardgamegeek.com/boardgame/133848/euphoria-build-a-better-dystopia
688,War of the Ring: The Card Game,2022,6.851,7.61,4820,https://boardgamegeek.com/boardgame/362944/war-of-the-ring-the-card-game
689,My Father's Work,2022,6.850,7.83,3606,https://boardgamegeek.com/boardgame/328866/my-fathers-work
690,Project: ELITE,2020,6.850,7.93,3107,https://boardgamegeek.com/boardgame/256999/project-elite
691,Carcassonne: Hunters and Gatherers,2002,6.850,7.13,13752,https://boardgamegeek.com/boardgame/4390/carcassonne-hunters-and-gatherers
692,London,2010,6.849,7.32,6670,https://boardgamegeek.com/boardgame/65781/london
693,Taj Mahal,2000,6.848,7.25,8194,https://boardgamegeek.com/boardgame/475/taj-mahal
694,StarCraft: The Board Game,2007,6.848,7.36,7766,https://boardgamegeek.com/boardgame/22827/starcraft-the-board-game
695,Nexus Ops,2005,6.847,7.21,9349,https://boardgamegeek.com/boardgame/15363/nexus-ops
696,In the Hall of the Mountain King,2019,6.846,7.53,5072,https://boardgamegeek.com/boardgame/265402/in-the-hall-of-the-mountain-king
697,Unlock!: Escape Adventures,2017,6.846,7.32,7042,https://boardgamegeek.com/boardgame/213460/unlock-escape-adventures
698,Creature Comforts,2022,6.846,7.42,6512,https://boardgamegeek.com/boardgame/304051/creature-comforts
699,Tales of the Arabian Nights,2009,6.845,7.16,13014,https://boardgamegeek.com/boardgame/34119/tales-of-the-arabian-nights
700,Archipelago,2012,6.843,7.26,8545,https://boardgamegeek.com/boardgame/105551/archipelago
701,Madeira,2013,6.842,7.53,4698,https://boardgamegeek.com/boardgame/95527/madeira
702,Mille Fiori,2021,6.842,7.42,5638,https://boardgamegeek.com/boardgame/346501/mille-fiori
703,Baseball Highlights: 2045,2015,6.841,7.51,4869,https://boardgamegeek.com/boardgame/151022/baseball-highlights-2045
704,HeroQuest,1989,6.839,7.23,15074,https://boardgamegeek.com/boardgame/699/heroquest
705,Queendomino,2017,6.838,7.14,11797,https://boardgamegeek.com/boardgame/232043/queendomino
706,High Frontier 4 All,2020,6.837,8.35,2382,https://boardgamegeek.com/boardgame/281655/high-frontier-4-all
707,Colosseum,2007,6.836,7.20,9263,https://boardgamegeek.com/boardgame/27746/colosseum
708,Weather Machine,2022,6.836,7.69,4126,https://boardgamegeek.com/boardgame/237179/weather-machine
709,First Rat,2022,6.836,7.51,4747,https://boardgamegeek.com/boardgame/347703/first-rat
710,Dice Throne: Season One,2018,6.836,7.48,6585,https://boardgamegeek.com/boardgame/216734/dice-throne-season-one
711,Federation,2022,6.834,7.83,3295,https://boardgamegeek.com/boardgame/345868/federation
712,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,6.833,7.16,12923,https://boardgamegeek.com/boardgame/133038/pathfinder-adventure-card-game-rise-of-the-runelor
713,Time's Up! Title Recall!,2008,6.832,7.66,3769,https://boardgamegeek.com/boardgame/36553/times-up-title-recall
714,Tobago,2009,6.832,7.09,12800,https://boardgamegeek.com/boardgame/42215/tobago
715,Coup,2012,6.832,6.98,52031,https://boardgamegeek.com/boardgame/131357/coup
716,Triumph & Tragedy: European Balance of Power 1936-1945,2015,6.832,8.13,2574,https://boardgamegeek.com/boardgame/130960/triumph-and-tragedy-european-balance-of-power-1936
717,Star Trek: Ascendancy,2016,6.832,7.79,3948,https://boardgamegeek.com/boardgame/193949/star-trek-ascendancy
718,Cyclades: Legendary Edition,2024,6.829,8.11,2728,https://boardgamegeek.com/boardgame/380619/cyclades-legendary-edition
719,Medici,1995,6.829,7.19,9044,https://boardgamegeek.com/boardgame/46/medici
720,Undaunted: Stalingrad,2022,6.828,8.54,2018,https://boardgamegeek.com/boardgame/354570/undaunted-stalingrad
721,Unlock!: Heroic Adventures,2018,6.826,7.57,4244,https://boardgamegeek.com/boardgame/266121/unlock-heroic-adventures
722,Brian Boru: High King of Ireland,2021,6.825,7.46,4914,https://boardgamegeek.com/boardgame/337765/brian-boru-high-king-of-ireland
723,Vinhos,2010,6.825,7.46,5071,https://boardgamegeek.com/boardgame/42052/vinhos
724,Shards of Infinity,2018,6.824,7.43,5774,https://boardgamegeek.com/boardgame/244115/shards-of-infinity
725,Cooper Island,2019,6.824,7.55,4468,https://boardgamegeek.com/boardgame/269511/cooper-island
726,Pax Porfiriana,2012,6.823,7.63,3934,https://boardgamegeek.com/boardgame/128780/pax-porfiriana
727,AquaSphere,2014,6.822,7.24,7650,https://boardgamegeek.com/boardgame/159508/aquasphere
728,Beer & Bread,2022,6.822,7.31,6879,https://boardgamegeek.com/boardgame/369880/beer-and-bread
729,Azul: Master Chocolatier,2022,6.821,7.86,3294,https://boardgamegeek.com/boardgame/363247/azul-master-chocolatier
730,Coloretto,2003,6.820,6.98,22732,https://boardgamegeek.com/boardgame/5782/coloretto
731,Wandering Towers,2022,6.820,7.33,6498,https://boardgamegeek.com/boardgame/355483/wandering-towers
732,Three Sisters,2022,6.819,7.52,4630,https://boardgamegeek.com/boardgame/291845/three-sisters
733,Cuba Libre,2013,6.819,7.65,3866,https://boardgamegeek.com/boardgame/111799/cuba-libre
734,Egizia,2009,6.819,7.38,5591,https://boardgamegeek.com/boardgame/58421/egizia
735,Roads & Boats,1999,6.818,7.70,3562,https://boardgamegeek.com/boardgame/875/roads-and-boats
736,Shikoku 1889,2004,6.817,7.99,2636,https://boardgamegeek.com/boardgame/23540/shikoku-1889
737,Golem,2021,6.816,7.51,4757,https://boardgamegeek.com/boardgame/298383/golem
738,Whitehall Mystery,2017,6.813,7.52,4680,https://boardgamegeek.com/boardgame/190082/whitehall-mystery
739,Mosaic: A Story of Civilization,2022,6.812,7.47,5079,https://boardgamegeek.com/boardgame/329551/mosaic-a-story-of-civilization
740,The 7th Citadel,2024,6.812,8.33,2450,https://boardgamegeek.com/boardgame/286063/the-7th-citadel
741,The Colonists,2016,6.810,7.53,4464,https://boardgamegeek.com/boardgame/192836/the-colonists
742,Star Wars: The Clone Wars,2022,6.810,7.52,4959,https://boardgamegeek.com/boardgame/370913/star-wars-the-clone-wars
743,Paperback,2014,6.808,7.09,11440,https://boardgamegeek.com/boardgame/141572/paperback
744,Automobile,2009,6.806,7.32,5973,https://boardgamegeek.com/boardgame/39351/automobile
745,Struggle of Empires,2004,6.805,7.53,4416,https://boardgamegeek.com/boardgame/9625/struggle-of-empires
746,Telestrations: 12 Player Party Pack,2011,6.805,7.73,3460,https://boardgamegeek.com/boardgame/153016/telestrations-12-player-party-pack
747,Yellow & Yangtze,2018,6.804,7.79,3150,https://boardgamegeek.com/boardgame/244114/yellow-and-yangtze
748,Skyrise,2024,6.804,7.67,3717,https://boardgamegeek.com/boardgame/298231/skyrise
749,Silver & Gold,2019,6.804,7.16,8965,https://boardgamegeek.com/boardgame/270673/silver-and-gold
750,Zombicide: Green Horde,2018,6.803,7.67,4694,https://boardgamegeek.com/boardgame/224710/zombicide-green-horde
751,Cribbage,1630,6.801,7.12,11064,https://boardgamegeek.com/boardgame/2398/cribbage
752,Francis Drake,2013,6.801,7.37,5457,https://boardgamegeek.com/boardgame/140603/francis-drake
753,Windmill Valley,2024,6.800,7.70,3519,https://boardgamegeek.com/boardgame/403441/windmill-valley
754,A Fake Artist Goes to New York,2011,6.799,7.11,10565,https://boardgamegeek.com/boardgame/135779/a-fake-artist-goes-to-new-york
755,Thebes,2007,6.798,7.12,10269,https://boardgamegeek.com/boardgame/30869/thebes
756,BattleCON: Devastation of Indines,2013,6.798,7.79,3435,https://boardgamegeek.com/boardgame/123123/battlecon-devastation-of-indines
757,Living Forest,2021,6.796,7.22,8154,https://boardgamegeek.com/boardgame/328479/living-forest
758,Zombicide,2012,6.796,7.09,19647,https://boardgamegeek.com/boardgame/113924/zombicide
759,River of Gold,2024,6.794,7.56,4132,https://boardgamegeek.com/boardgame/399941/river-of-gold
760,Bloodborne: The Board Game,2021,6.793,7.72,4398,https://boardgamegeek.com/boardgame/273330/bloodborne-the-board-game
761,A Game of Thrones,2003,6.792,7.16,10731,https://boardgamegeek.com/boardgame/6472/a-game-of-thrones
762,Verdant,2022,6.792,7.26,7309,https://boardgamegeek.com/boardgame/334065/verdant
763,Take Time,2025,6.792,7.76,3431,https://boardgamegeek.com/boardgame/440540/take-time
764,The Downfall of Pompeii,2004,6.791,7.16,8719,https://boardgamegeek.com/boardgame/13004/the-downfall-of-pompeii
765,Carson City,2009,6.790,7.20,7557,https://boardgamegeek.com/boardgame/39938/carson-city
766,Can't Stop,1980,6.789,6.95,21606,https://boardgamegeek.com/boardgame/41/cant-stop
767,Dominant Species: Marine,2021,6.789,7.85,2911,https://boardgamegeek.com/boardgame/262941/dominant-species-marine
768,Quantum,2013,6.788,7.23,7946,https://boardgamegeek.com/boardgame/143519/quantum
769,Formula D,2008,6.788,6.99,20587,https://boardgamegeek.com/boardgame/37904/formula-d
770,Conan,2016,6.787,7.63,4838,https://boardgamegeek.com/boardgame/160010/conan
771,Merv: The Heart of the Silk Road,2020,6.787,7.48,4631,https://boardgamegeek.com/boardgame/306040/merv-the-heart-of-the-silk-road
772,Betrayal at House on the Hill,2004,6.787,7.01,49796,https://boardgamegeek.com/boardgame/10547/betrayal-at-house-on-the-hill
773,Inventions: Evolution of Ideas,2024,6.786,7.92,2897,https://boardgamegeek.com/boardgame/347305/inventions-evolution-of-ideas
774,The Battle of Five Armies,2014,6.785,7.83,3202,https://boardgamegeek.com/boardgame/135219/the-battle-of-five-armies
775,Between Two Castles of Mad King Ludwig,2018,6.784,7.22,7308,https://boardgamegeek.com/boardgame/258036/between-two-castles-of-mad-king-ludwig
776,Evolution,2014,6.783,7.00,18054,https://boardgamegeek.com/boardgame/155703/evolution
777,Gears of War: The Board Game,2011,6.782,7.47,5252,https://boardgamegeek.com/boardgame/42776/gears-of-war-the-board-game
778,Zoo Vadis,2023,6.781,7.46,4612,https://boardgamegeek.com/boardgame/368061/zoo-vadis
779,Kingdom Builder,2011,6.781,6.93,24901,https://boardgamegeek.com/boardgame/107529/kingdom-builder
780,Cacao,2015,6.780,7.07,11806,https://boardgamegeek.com/boardgame/171499/cacao
781,The Adventures of Robin Hood,2021,6.780,7.42,5175,https://boardgamegeek.com/boardgame/326494/the-adventures-of-robin-hood
782,The Bloody Inn,2015,6.780,7.08,11231,https://boardgamegeek.com/boardgame/180593/the-bloody-inn
783,Time's Up!,1999,6.780,7.28,6240,https://boardgamegeek.com/boardgame/1353/times-up
784,Taluva,2006,6.779,7.13,9125,https://boardgamegeek.com/boardgame/24508/taluva
785,Hammer of the Scots,2002,6.779,7.52,4259,https://boardgamegeek.com/boardgame/3685/hammer-of-the-scots
786,Mare Nostrum: Empires,2016,6.778,7.52,4409,https://boardgamegeek.com/boardgame/174785/mare-nostrum-empires
787,Civilization: A New Dawn,2017,6.778,7.24,7770,https://boardgamegeek.com/boardgame/233247/civilization-a-new-dawn
788,Elder Sign,2011,6.776,6.97,26271,https://boardgamegeek.com/boardgame/100423/elder-sign
789,Sub Terra,2017,6.776,7.36,6237,https://boardgamegeek.com/boardgame/204472/sub-terra
790,Top Ten,2020,6.776,7.38,5186,https://boardgamegeek.com/boardgame/300905/top-ten
791,Magic Maze,2017,6.776,6.94,23858,https://boardgamegeek.com/boardgame/209778/magic-maze
792,Twilight Inscription,2022,6.776,7.41,5163,https://boardgamegeek.com/boardgame/361545/twilight-inscription
793,Moonrakers,2020,6.775,7.70,4087,https://boardgamegeek.com/boardgame/270239/moonrakers
794,A Game of Thrones: The Card Game (Second Edition),2015,6.775,7.48,5174,https://boardgamegeek.com/boardgame/169255/a-game-of-thrones-the-card-game-second-edition
795,Railroad Ink Challenge: Lush Green Edition,2021,6.774,7.56,3830,https://boardgamegeek.com/boardgame/306881/railroad-ink-challenge-lush-green-edition
796,Chronicles of Crime: 1400,2020,6.774,7.68,4438,https://boardgamegeek.com/boardgame/300300/chronicles-of-crime-1400
797,Lord of the Rings: The Confrontation,2002,6.773,7.22,7213,https://boardgamegeek.com/boardgame/3201/lord-of-the-rings-the-confrontation
798,Trails of Tucana,2019,6.773,7.36,5280,https://boardgamegeek.com/boardgame/283864/trails-of-tucana
799,Stationfall,2023,6.772,7.71,3417,https://boardgamegeek.com/boardgame/316624/stationfall
800,Star Wars: Destiny,2016,6.768,7.41,5644,https://boardgamegeek.com/boardgame/205359/star-wars-destiny
801,Feudum,2018,6.767,7.58,4312,https://boardgamegeek.com/boardgame/163839/feudum
802,Mr. Jack,2006,6.767,6.96,18999,https://boardgamegeek.com/boardgame/21763/mr-jack
803,Chicago 1875: City of the Big Shoulders,2019,6.765,7.77,3050,https://boardgamegeek.com/boardgame/214880/chicago-1875-city-of-the-big-shoulders
804,Babylonia,2019,6.765,7.62,3421,https://boardgamegeek.com/boardgame/266164/babylonia
805,Ticket to Ride: Rails & Sails,2016,6.764,7.43,5371,https://boardgamegeek.com/boardgame/202670/ticket-to-ride-rails-and-sails
806,Photosynthesis,2017,6.764,6.93,25874,https://boardgamegeek.com/boardgame/218603/photosynthesis
807,One Night Ultimate Werewolf: Daybreak,2015,6.764,7.28,6478,https://boardgamegeek.com/boardgame/163166/one-night-ultimate-werewolf-daybreak
808,Star Wars: Battle of Hoth,2025,6.764,7.95,2809,https://boardgamegeek.com/boardgame/444481/star-wars-battle-of-hoth
809,Caesar!: Seize Rome in 20 Minutes!,2021,6.763,7.50,4132,https://boardgamegeek.com/boardgame/338957/caesar-seize-rome-in-20-minutes
810,Blood Bowl (2016 Edition),2016,6.762,7.97,2814,https://boardgamegeek.com/boardgame/212445/blood-bowl-2016-edition
811,7 Wonders: Architects,2021,6.762,7.03,13667,https://boardgamegeek.com/boardgame/346703/7-wonders-architects
812,Fort,2020,6.761,7.06,11805,https://boardgamegeek.com/boardgame/296912/fort
813,Trains,2012,6.761,7.12,8718,https://boardgamegeek.com/boardgame/121408/trains
814,Churchill,2015,6.760,7.67,3444,https://boardgamegeek.com/boardgame/132018/churchill
815,Ascension: Deckbuilding Game,2010,6.759,7.05,14170,https://boardgamegeek.com/boardgame/69789/ascension-deckbuilding-game
816,D-Day at Omaha Beach,2009,6.756,8.31,2099,https://boardgamegeek.com/boardgame/29603/d-day-at-omaha-beach
817,Unlock!: Timeless Adventures,2019,6.756,7.72,3094,https://boardgamegeek.com/boardgame/279613/unlock-timeless-adventures
818,The Oracle of Delphi,2016,6.755,7.30,5522,https://boardgamegeek.com/boardgame/193558/the-oracle-of-delphi
819,The Magnificent,2019,6.753,7.47,4256,https://boardgamegeek.com/boardgame/283863/the-magnificent
820,Mexica,2002,6.752,7.24,6366,https://boardgamegeek.com/boardgame/2955/mexica
821,Escape: The Curse of the Temple,2012,6.751,6.95,17558,https://boardgamegeek.com/boardgame/113294/escape-the-curse-of-the-temple
822,The Estates,2018,6.750,7.43,4342,https://boardgamegeek.com/boardgame/249381/the-estates
823,Roll Player Adventures,2021,6.750,8.11,2406,https://boardgamegeek.com/boardgame/254708/roll-player-adventures
824,Treasure Island,2018,6.749,7.20,7100,https://boardgamegeek.com/boardgame/242639/treasure-island
825,The Republic of Rome,1990,6.749,7.54,4321,https://boardgamegeek.com/boardgame/1513/the-republic-of-rome
826,Maquis,2013,6.747,7.45,4454,https://boardgamegeek.com/boardgame/148729/maquis
827,Disney Villainous: Evil Comes Prepared,2019,6.747,7.48,4972,https://boardgamegeek.com/boardgame/284760/disney-villainous-evil-comes-prepared
828,The Shipwreck Arcana,2017,6.747,7.40,4579,https://boardgamegeek.com/boardgame/220517/the-shipwreck-arcana
829,Torres,1999,6.746,7.08,10084,https://boardgamegeek.com/boardgame/88/torres
830,AuZtralia,2018,6.745,7.33,5271,https://boardgamegeek.com/boardgame/231581/auztralia
831,Whistle Mountain,2020,6.745,7.51,3907,https://boardgamegeek.com/boardgame/301255/whistle-mountain
832,Shakespeare,2015,6.745,7.40,4622,https://boardgamegeek.com/boardgame/180511/shakespeare
833,Oh My Goods!,2015,6.743,6.99,13780,https://boardgamegeek.com/boardgame/183840/oh-my-goods
834,Pax Renaissance,2016,6.742,7.96,2553,https://boardgamegeek.com/boardgame/198953/pax-renaissance
835,Witchstone,2021,6.742,7.49,4029,https://boardgamegeek.com/boardgame/318560/witchstone
836,Tiny Epic Dungeons,2021,6.741,7.45,5634,https://boardgamegeek.com/boardgame/331787/tiny-epic-dungeons
837,Tokaido,2012,6.740,6.91,28641,https://boardgamegeek.com/boardgame/123540/tokaido
838,Space Hulk: Death Angel – The Card Game,2010,6.740,7.01,13728,https://boardgamegeek.com/boardgame/71721/space-hulk-death-angel-the-card-game
839,Smart10,2017,6.739,7.44,4297,https://boardgamegeek.com/boardgame/241590/smart10
840,Guards of Atlantis II,2022,6.739,8.34,2089,https://boardgamegeek.com/boardgame/267609/guards-of-atlantis-ii
841,Ashes Reborn: Rise of the Phoenixborn,2015,6.739,7.31,6405,https://boardgamegeek.com/boardgame/167400/ashes-reborn-rise-of-the-phoenixborn
842,Cuba,2007,6.737,7.12,8498,https://boardgamegeek.com/boardgame/30380/cuba
843,Summoner Wars,2009,6.737,7.21,6786,https://boardgamegeek.com/boardgame/58281/summoner-wars
844,Tag Team,2025,6.737,7.65,3478,https://boardgamegeek.com/boardgame/434906/tag-team
845,Snowdonia,2012,6.736,7.30,5149,https://boardgamegeek.com/boardgame/119432/snowdonia
846,Evergreen,2022,6.734,7.44,4297,https://boardgamegeek.com/boardgame/363307/evergreen
847,Onirim (Second Edition),2014,6.734,7.04,11173,https://boardgamegeek.com/boardgame/156336/onirim-second-edition
848,Carcassonne: The Castle,2003,6.734,7.10,8693,https://boardgamegeek.com/boardgame/7717/carcassonne-the-castle
849,Belfort,2011,6.733,7.20,6520,https://boardgamegeek.com/boardgame/50750/belfort
850,Sleeping Gods: Distant Skies,2023,6.732,8.31,2008,https://boardgamegeek.com/boardgame/358320/sleeping-gods-distant-skies
851,The Old King's Crown,2025,6.732,8.08,2573,https://boardgamegeek.com/boardgame/357873/the-old-kings-crown
852,Wizard,1984,6.731,7.00,13547,https://boardgamegeek.com/boardgame/1465/wizard
853,Arkwright,2014,6.731,7.79,2757,https://boardgamegeek.com/boardgame/154825/arkwright
854,Star Trek: Captain's Chair,2025,6.730,8.67,1666,https://boardgamegeek.com/boardgame/422541/star-trek-captains-chair
855,Menara,2018,6.730,7.41,4315,https://boardgamegeek.com/boardgame/244608/menara
856,Love Letter: Batman,2015,6.729,7.27,5852,https://boardgamegeek.com/boardgame/168584/love-letter-batman
857,Wits & Wagers,2005,6.729,6.93,16088,https://boardgamegeek.com/boardgame/20100/wits-and-wagers
858,Everdell Farshore,2023,6.728,7.82,2911,https://boardgamegeek.com/boardgame/394106/everdell-farshore
859,Crystal Palace,2019,6.728,7.50,3819,https://boardgamegeek.com/boardgame/280480/crystal-palace
860,KeyForge: Call of the Archons,2018,6.728,7.07,11747,https://boardgamegeek.com/boardgame/257501/keyforge-call-of-the-archons
861,Yamataï,2017,6.728,7.17,7020,https://boardgamegeek.com/boardgame/213893/yamatai
862,Imperium: Horizons,2024,6.727,8.49,1766,https://boardgamegeek.com/boardgame/367518/imperium-horizons
863,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,2015,6.726,7.70,3218,https://boardgamegeek.com/boardgame/183562/star-wars-x-wing-miniatures-game-the-force-awakens
864,Spicy,2020,6.725,7.15,7877,https://boardgamegeek.com/boardgame/299169/spicy
865,Perudo,1800,6.725,6.93,16836,https://boardgamegeek.com/boardgame/45/perudo
866,Luna,2010,6.724,7.27,5299,https://boardgamegeek.com/boardgame/70512/luna
867,Messina 1347,2021,6.724,7.49,3903,https://boardgamegeek.com/boardgame/238799/messina-1347
868,Myrmes,2012,6.724,7.25,5745,https://boardgamegeek.com/boardgame/126792/myrmes
869,EXIT: The Game – The Pharaoh's Tomb,2016,6.723,7.13,7005,https://boardgamegeek.com/boardgame/203416/exit-the-game-the-pharaohs-tomb
870,Tash-Kalar: Arena of Legends,2013,6.722,7.14,7437,https://boardgamegeek.com/boardgame/146278/tash-kalar-arena-of-legends
871,Century: A New World,2019,6.721,7.27,5583,https://boardgamegeek.com/boardgame/270970/century-a-new-world
872,Eternal Decks,2025,6.721,8.26,2020,https://boardgamegeek.com/boardgame/424981/eternal-decks
873,Diplomacy,1959,6.721,7.04,13906,https://boardgamegeek.com/boardgame/483/diplomacy
874,Wir sind das Volk!,2014,6.720,7.76,2809,https://boardgamegeek.com/boardgame/165401/wir-sind-das-volk
875,BANG! The Dice Game,2013,6.720,6.88,26355,https://boardgamegeek.com/boardgame/143741/bang-the-dice-game
876,Leviathan Wilds,2024,6.720,7.87,2627,https://boardgamegeek.com/boardgame/358737/leviathan-wilds
877,Trismegistus: The Ultimate Formula,2019,6.718,7.55,3875,https://boardgamegeek.com/boardgame/281442/trismegistus-the-ultimate-formula
