Rank,Title,Year,Geek_Rating,Avg_Rating,Num_Voters,URL
1,Brass: Birmingham,2018,8.394,8.57,58037,https://boardgamegeek.com/boardgame/224517/brass-birmingham
2,Ark Nova,2021,8.355,8.54,60485,https://boardgamegeek.com/boardgame/342942/ark-nova
3,Pandemic Legacy: Season 1,2015,8.348,8.50,57277,https://boardgamegeek.com/boardgame/161936/pandemic-legacy-season-1
4,Gloomhaven,2017,8.299,8.54,67015,https://boardgamegeek.com/boardgame/174430/gloomhaven
5,Dune: Imperium – Uprising,2023,8.233,8.70,17977,https://boardgamegeek.com/boardgame/397598/dune-imperium-uprising
6,Dune: Imperium,2020,8.224,8.41,58052,https://boardgamegeek.com/boardgame/316554/dune-imperium
7,Twilight Imperium: Fourth Edition,2017,8.219,8.56,28257,https://boardgamegeek.com/boardgame/233078/twilight-imperium-fourth-edition
8,War of the Ring: Second Edition,2011,8.198,8.55,25008,https://boardgamegeek.com/boardgame/115746/war-of-the-ring-second-edition
9,Terraforming Mars,2016,8.188,8.34,112678,https://boardgamegeek.com/boardgame/167791/terraforming-mars
10,Star Wars: Rebellion,2016,8.167,8.42,36237,https://boardgamegeek.com/boardgame/187645/star-wars-rebellion
11,Spirit Island,2017,8.142,8.34,62711,https://boardgamegeek.com/boardgame/162886/spirit-island
12,Gloomhaven: Jaws of the Lion,2020,8.098,8.36,40898,https://boardgamegeek.com/boardgame/291457/gloomhaven-jaws-of-the-lion
13,Gaia Project,2017,8.089,8.35,31149,https://boardgamegeek.com/boardgame/220308/gaia-project
14,Twilight Struggle,2005,8.041,8.23,51960,https://boardgamegeek.com/boardgame/12333/twilight-struggle
15,The Castles of Burgundy,2011,8.031,8.16,69333,https://boardgamegeek.com/boardgame/84876/the-castles-of-burgundy
16,SETI: Search for Extraterrestrial Intelligence,2024,8.022,8.42,18993,https://boardgamegeek.com/boardgame/418059/seti-search-for-extraterrestrial-intelligence
17,Slay the Spire: The Board Game,2024,8.020,8.65,12432,https://boardgamegeek.com/boardgame/338960/slay-the-spire-the-board-game
18,Through the Ages: A New Story of Civilization,2015,8.015,8.25,34746,https://boardgamegeek.com/boardgame/182028/through-the-ages-a-new-story-of-civilization
19,The Lord of the Rings: Duel for Middle-earth,2024,7.976,8.36,19305,https://boardgamegeek.com/boardgame/421006/the-lord-of-the-rings-duel-for-middle-earth
20,Great Western Trail,2016,7.975,8.15,43702,https://boardgamegeek.com/boardgame/193738/great-western-trail
21,Frosthaven,2022,7.972,8.74,10080,https://boardgamegeek.com/boardgame/295770/frosthaven
22,Eclipse: Second Dawn for the Galaxy,2020,7.960,8.39,17287,https://boardgamegeek.com/boardgame/246900/eclipse-second-dawn-for-the-galaxy
23,Brass: Lancashire,2007,7.959,8.20,27268,https://boardgamegeek.com/boardgame/28720/brass-lancashire
24,7 Wonders Duel,2015,7.953,8.08,108462,https://boardgamegeek.com/boardgame/173346/7-wonders-duel
25,Nemesis,2018,7.951,8.25,37203,https://boardgamegeek.com/boardgame/167355/nemesis
26,Scythe,2016,7.947,8.10,93002,https://boardgamegeek.com/boardgame/169786/scythe
27,A Feast for Odin,2016,7.941,8.16,33305,https://boardgamegeek.com/boardgame/177736/a-feast-for-odin
28,Clank! Legacy: Acquisitions Incorporated,2019,7.938,8.50,11288,https://boardgamegeek.com/boardgame/266507/clank-legacy-acquisitions-incorporated
29,Concordia,2013,7.926,8.08,45357,https://boardgamegeek.com/boardgame/124361/concordia
30,Lost Ruins of Arnak,2020,7.915,8.08,56576,https://boardgamegeek.com/boardgame/312484/lost-ruins-of-arnak
31,Great Western Trail: Second Edition,2021,7.904,8.26,17845,https://boardgamegeek.com/boardgame/341169/great-western-trail-second-edition
32,Arkham Horror: The Card Game,2016,7.890,8.12,47606,https://boardgamegeek.com/boardgame/205637/arkham-horror-the-card-game
33,Sky Team,2023,7.885,8.12,31127,https://boardgamegeek.com/boardgame/373106/sky-team
34,Root,2018,7.881,8.07,63786,https://boardgamegeek.com/boardgame/237182/root
35,Terra Mystica,2012,7.860,8.03,50900,https://boardgamegeek.com/boardgame/120677/terra-mystica
36,Orléans,2014,7.859,8.05,35473,https://boardgamegeek.com/boardgame/164928/orleans
37,Too Many Bones,2017,7.855,8.29,16957,https://boardgamegeek.com/boardgame/192135/too-many-bones
38,Wingspan,2019,7.848,8.00,112327,https://boardgamegeek.com/boardgame/266192/wingspan
39,Mage Knight Board Game,2011,7.838,8.08,35104,https://boardgamegeek.com/boardgame/96848/mage-knight-board-game
40,Barrage,2019,7.837,8.14,21586,https://boardgamegeek.com/boardgame/251247/barrage
41,Hegemony: Lead Your Class to Victory,2023,7.824,8.38,11897,https://boardgamegeek.com/boardgame/321608/hegemony-lead-your-class-to-victory
42,Everdell,2018,7.809,7.98,67980,https://boardgamegeek.com/boardgame/199792/everdell
43,The Crew: Mission Deep Sea,2021,7.808,8.05,25300,https://boardgamegeek.com/boardgame/324856/the-crew-mission-deep-sea
44,Viticulture Essential Edition,2015,7.807,7.96,55030,https://boardgamegeek.com/boardgame/183394/viticulture-essential-edition
45,Kanban EV,2020,7.804,8.38,10176,https://boardgamegeek.com/boardgame/284378/kanban-ev
46,Crokinole,1876,7.800,8.07,21025,https://boardgamegeek.com/boardgame/521/crokinole
47,Heat: Pedal to the Metal,2022,7.795,8.00,40368,https://boardgamegeek.com/boardgame/366013/heat-pedal-to-the-metal
48,Marvel Champions: The Card Game,2019,7.786,8.10,27646,https://boardgamegeek.com/boardgame/285774/marvel-champions-the-card-game
49,Food Chain Magnate,2015,7.775,8.04,23038,https://boardgamegeek.com/boardgame/175914/food-chain-magnate
50,Underwater Cities,2018,7.774,8.04,22908,https://boardgamegeek.com/boardgame/247763/underwater-cities
51,Ticket to Ride Legacy: Legends of the West,2023,7.770,8.64,6582,https://boardgamegeek.com/boardgame/390092/ticket-to-ride-legacy-legends-of-the-west
52,Clank!: Catacombs,2022,7.768,8.23,13657,https://boardgamegeek.com/boardgame/365717/clank-catacombs
53,Pax Pamir: Second Edition,2019,7.767,8.13,17495,https://boardgamegeek.com/boardgame/256960/pax-pamir-second-edition
54,Cthulhu: Death May Die,2019,7.761,8.18,16764,https://boardgamegeek.com/boardgame/253344/cthulhu-death-may-die
55,Puerto Rico,2002,7.754,7.90,74160,https://boardgamegeek.com/boardgame/3076/puerto-rico
56,Age of Innovation,2023,7.753,8.46,8337,https://boardgamegeek.com/boardgame/383179/age-of-innovation
57,Harmonies,2024,7.749,8.03,28518,https://boardgamegeek.com/boardgame/414317/harmonies
58,On Mars,2020,7.740,8.16,14865,https://boardgamegeek.com/boardgame/184267/on-mars
59,Pandemic Legacy: Season 0,2020,7.737,8.34,9500,https://boardgamegeek.com/boardgame/314040/pandemic-legacy-season-0
60,Cascadia,2021,7.737,7.89,54730,https://boardgamegeek.com/boardgame/295947/cascadia
61,Anachrony,2017,7.732,8.04,21448,https://boardgamegeek.com/boardgame/185343/anachrony
62,Caverna: The Cave Farmers,2013,7.732,7.92,37229,https://boardgamegeek.com/boardgame/102794/caverna-the-cave-farmers
63,Oathsworn: Into the Deepwood,2022,7.727,8.77,6782,https://boardgamegeek.com/boardgame/251661/oathsworn-into-the-deepwood
64,Agricola,2007,7.725,7.86,76619,https://boardgamegeek.com/boardgame/31260/agricola
65,Blood Rage,2015,7.724,7.90,51697,https://boardgamegeek.com/boardgame/170216/blood-rage
66,Obsession,2018,7.719,8.08,17908,https://boardgamegeek.com/boardgame/231733/obsession
67,Grand Austria Hotel,2015,7.715,7.96,24959,https://boardgamegeek.com/boardgame/182874/grand-austria-hotel
68,Blood on the Clocktower,2022,7.713,8.36,11223,https://boardgamegeek.com/boardgame/240980/blood-on-the-clocktower
69,Lisboa,2017,7.711,8.17,12854,https://boardgamegeek.com/boardgame/161533/lisboa
70,Pandemic Legacy: Season 2,2017,7.690,8.01,18266,https://boardgamegeek.com/boardgame/221107/pandemic-legacy-season-2
71,Sleeping Gods,2021,7.688,8.09,15799,https://boardgamegeek.com/boardgame/255984/sleeping-gods
72,The White Castle,2023,7.683,7.98,22345,https://boardgamegeek.com/boardgame/371942/the-white-castle
73,Tzolk'in: The Mayan Calendar,2012,7.683,7.85,42352,https://boardgamegeek.com/boardgame/126163/tzolkin-the-mayan-calendar
74,Power Grid,2004,7.683,7.80,69438,https://boardgamegeek.com/boardgame/2651/power-grid
75,Mansions of Madness: Second Edition,2016,7.679,7.92,40209,https://boardgamegeek.com/boardgame/205059/mansions-of-madness-second-edition
76,Clans of Caledonia,2017,7.679,7.95,22731,https://boardgamegeek.com/boardgame/216132/clans-of-caledonia
77,Great Western Trail: New Zealand,2023,7.671,8.46,6839,https://boardgamegeek.com/boardgame/380607/great-western-trail-new-zealand
78,Quacks,2018,7.669,7.80,58828,https://boardgamegeek.com/boardgame/244521/quacks
79,Paladins of the West Kingdom,2019,7.659,7.96,20459,https://boardgamegeek.com/boardgame/266810/paladins-of-the-west-kingdom
80,Le Havre,2008,7.658,7.83,33857,https://boardgamegeek.com/boardgame/35677/le-havre
81,The Gallerist,2015,7.655,8.00,16464,https://boardgamegeek.com/boardgame/125153/the-gallerist
82,Android: Netrunner,2012,7.654,7.89,31288,https://boardgamegeek.com/boardgame/124742/android-netrunner
83,Endeavor: Deep Sea,2024,7.652,8.22,9773,https://boardgamegeek.com/boardgame/367966/endeavor-deep-sea
84,Star Wars: Imperial Assault,2014,7.649,7.95,25900,https://boardgamegeek.com/boardgame/164153/star-wars-imperial-assault
85,Agricola (Revised Edition),2016,7.649,7.96,21157,https://boardgamegeek.com/boardgame/200680/agricola-revised-edition
86,Voidfall,2023,7.642,8.51,6847,https://boardgamegeek.com/boardgame/337627/voidfall
87,Maracaibo,2019,7.634,7.94,18621,https://boardgamegeek.com/boardgame/276025/maracaibo
88,Darwin's Journey,2023,7.626,8.09,12107,https://boardgamegeek.com/boardgame/322289/darwins-journey
89,Wingspan Asia,2022,7.626,8.22,9968,https://boardgamegeek.com/boardgame/366161/wingspan-asia
90,Mechs vs. Minions,2016,7.625,7.95,18351,https://boardgamegeek.com/boardgame/209010/mechs-vs-minions
91,Revive,2022,7.622,8.06,12708,https://boardgamegeek.com/boardgame/332772/revive
92,The Crew: The Quest for Planet Nine,2019,7.618,7.76,48427,https://boardgamegeek.com/boardgame/284083/the-crew-the-quest-for-planet-nine
93,Race for the Galaxy,2007,7.617,7.74,58808,https://boardgamegeek.com/boardgame/28143/race-for-the-galaxy
94,Kingdom Death: Monster,2015,7.617,8.48,10394,https://boardgamegeek.com/boardgame/55690/kingdom-death-monster
95,Five Tribes: The Djinns of Naqala,2014,7.608,7.76,45112,https://boardgamegeek.com/boardgame/157354/five-tribes-the-djinns-of-naqala
96,Azul,2017,7.607,7.72,107805,https://boardgamegeek.com/boardgame/230802/azul
97,Final Girl,2021,7.606,8.23,11077,https://boardgamegeek.com/boardgame/277659/final-girl
98,Clank!: A Deck-Building Adventure,2016,7.597,7.76,47283,https://boardgamegeek.com/boardgame/201808/clank-a-deck-building-adventure
99,Fields of Arle,2014,7.593,8.02,12382,https://boardgamegeek.com/boardgame/159675/fields-of-arle
100,El Grande,1995,7.592,7.77,32990,https://boardgamegeek.com/boardgame/93/el-grande
101,Bomb Busters,2024,7.592,8.04,12367,https://boardgamegeek.com/boardgame/413246/bomb-busters
102,Arcs,2024,7.589,8.01,16733,https://boardgamegeek.com/boardgame/359871/arcs
103,Eclipse: New Dawn for the Galaxy,2011,7.588,7.82,29030,https://boardgamegeek.com/boardgame/72125/eclipse-new-dawn-for-the-galaxy
104,Concordia Venus,2018,7.587,8.26,7561,https://boardgamegeek.com/boardgame/256916/concordia-venus
105,The Lord of the Rings: Fate of the Fellowship,2025,7.585,8.32,8250,https://boardgamegeek.com/boardgame/436217/the-lord-of-the-rings-fate-of-the-fellowship
106,SCOUT,2019,7.583,7.79,27748,https://boardgamegeek.com/boardgame/291453/scout
107,Lords of Waterdeep,2012,7.582,7.73,58993,https://boardgamegeek.com/boardgame/110327/lords-of-waterdeep
108,Aeon's End,2016,7.580,7.86,23935,https://boardgamegeek.com/boardgame/191189/aeons-end
109,Teotihuacan: City of Gods,2018,7.565,7.84,22029,https://boardgamegeek.com/boardgame/229853/teotihuacan-city-of-gods
110,Arkham Horror: The Card Game (Revised Core Set),2021,7.564,8.58,5588,https://boardgamegeek.com/boardgame/359609/arkham-horror-the-card-game-revised-core-set
111,Beyond the Sun,2020,7.558,7.86,17472,https://boardgamegeek.com/boardgame/317985/beyond-the-sun
112,Splendor Duel,2022,7.557,7.88,19039,https://boardgamegeek.com/boardgame/364073/splendor-duel
113,Dominant Species,2010,7.553,7.80,22356,https://boardgamegeek.com/boardgame/62219/dominant-species
114,The Search for Planet X,2020,7.552,7.90,15584,https://boardgamegeek.com/boardgame/279537/the-search-for-planet-x
115,Ra,1999,7.551,7.71,31903,https://boardgamegeek.com/boardgame/12/ra
116,7 Wonders,2010,7.550,7.66,112459,https://boardgamegeek.com/boardgame/68448/7-wonders
117,Decrypto,2018,7.549,7.77,27328,https://boardgamegeek.com/boardgame/225694/decrypto
118,Through the Ages: A Story of Civilization,2006,7.549,7.82,19836,https://boardgamegeek.com/boardgame/25613/through-the-ages-a-story-of-civilization
119,Robinson Crusoe: Adventures on the Cursed Island,2012,7.546,7.72,46649,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-on-the-cursed-island
120,The Voyages of Marco Polo,2015,7.544,7.76,26249,https://boardgamegeek.com/boardgame/171623/the-voyages-of-marco-polo
121,Trickerion: Legends of Illusion,2015,7.537,7.97,12582,https://boardgamegeek.com/boardgame/163068/trickerion-legends-of-illusion
122,The Quest for El Dorado,2017,7.535,7.72,32511,https://boardgamegeek.com/boardgame/217372/the-quest-for-el-dorado
123,Wyrmspan,2024,7.530,7.96,15394,https://boardgamegeek.com/boardgame/410201/wyrmspan
124,Inis,2016,7.529,7.81,23015,https://boardgamegeek.com/boardgame/155821/inis
125,Galactic Cruise,2025,7.527,8.32,6800,https://boardgamegeek.com/boardgame/391137/galactic-cruise
126,Battlestar Galactica: The Board Game,2008,7.527,7.73,37625,https://boardgamegeek.com/boardgame/37111/battlestar-galactica-the-board-game
127,Carnegie,2022,7.522,7.96,11837,https://boardgamegeek.com/boardgame/310873/carnegie
128,Dwellings of Eldervale,2020,7.522,8.11,9426,https://boardgamegeek.com/boardgame/271055/dwellings-of-eldervale
129,Nemesis: Lockdown,2022,7.519,8.25,8291,https://boardgamegeek.com/boardgame/310100/nemesis-lockdown
130,Architects of the West Kingdom,2018,7.512,7.71,32507,https://boardgamegeek.com/boardgame/236457/architects-of-the-west-kingdom
131,Tigris & Euphrates,1997,7.507,7.70,29926,https://boardgamegeek.com/boardgame/42/tigris-and-euphrates
132,Dominion: Intrigue,2009,7.502,7.69,34673,https://boardgamegeek.com/boardgame/40834/dominion-intrigue
133,Keyflower,2012,7.501,7.71,24555,https://boardgamegeek.com/boardgame/122515/keyflower
134,Raiders of the North Sea,2015,7.500,7.72,26406,https://boardgamegeek.com/boardgame/170042/raiders-of-the-north-sea
135,Wonderland's War,2022,7.499,8.04,10465,https://boardgamegeek.com/boardgame/227935/wonderlands-war
136,Tainted Grail: The Fall of Avalon,2019,7.498,8.03,14013,https://boardgamegeek.com/boardgame/264220/tainted-grail-the-fall-of-avalon
137,Eldritch Horror,2013,7.492,7.74,39008,https://boardgamegeek.com/boardgame/146021/eldritch-horror
138,Caylus,2005,7.492,7.70,29901,https://boardgamegeek.com/boardgame/18602/caylus
139,Age of Steam,2002,7.490,7.87,12671,https://boardgamegeek.com/boardgame/4098/age-of-steam
140,Troyes,2010,7.489,7.70,25026,https://boardgamegeek.com/boardgame/73439/troyes
141,Lorenzo il Magnifico,2016,7.489,7.83,15362,https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico
142,Nucleum,2023,7.485,8.11,8211,https://boardgamegeek.com/boardgame/396790/nucleum
143,The Lord of the Rings: Journeys in Middle-Earth,2019,7.483,7.89,18431,https://boardgamegeek.com/boardgame/269385/the-lord-of-the-rings-journeys-in-middle-earth
144,Mombasa,2015,7.477,7.84,13865,https://boardgamegeek.com/boardgame/172386/mombasa
145,Dominion,2008,7.474,7.60,96512,https://boardgamegeek.com/boardgame/36218/dominion
146,Patchwork,2014,7.473,7.58,73842,https://boardgamegeek.com/boardgame/163412/patchwork
147,Hansa Teutonica,2009,7.470,7.75,17227,https://boardgamegeek.com/boardgame/43015/hansa-teutonica
148,Trajan,2011,7.464,7.74,18848,https://boardgamegeek.com/boardgame/102680/trajan
149,Aeon's End: War Eternal,2017,7.463,8.23,6672,https://boardgamegeek.com/boardgame/218417/aeons-end-war-eternal
150,Twilight Imperium: Third Edition,2005,7.460,7.78,19548,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition
151,Russian Railroads,2013,7.460,7.72,18888,https://boardgamegeek.com/boardgame/144733/russian-railroads
152,Forest Shuffle,2023,7.453,7.73,20873,https://boardgamegeek.com/boardgame/391163/forest-shuffle
153,Rising Sun,2018,7.450,7.75,23279,https://boardgamegeek.com/boardgame/205896/rising-sun
154,Vinhos: Deluxe Edition,2016,7.448,8.05,7938,https://boardgamegeek.com/boardgame/175640/vinhos-deluxe-edition
155,Yokohama,2016,7.440,7.79,13741,https://boardgamegeek.com/boardgame/196340/yokohama
156,Forbidden Stars,2015,7.437,7.98,9997,https://boardgamegeek.com/boardgame/175155/forbidden-stars
157,Just One,2018,7.437,7.59,34812,https://boardgamegeek.com/boardgame/254640/just-one
158,The Lord of the Rings: The Fellowship of the Ring – Trick-Taking Game,2025,7.437,7.98,9161,https://boardgamegeek.com/boardgame/429293/the-lord-of-the-rings-the-fellowship-of-the-ring-t
159,ISS Vanguard,2022,7.433,8.36,6954,https://boardgamegeek.com/boardgame/325494/iss-vanguard
160,Iberia,2016,7.431,7.87,11820,https://boardgamegeek.com/boardgame/198928/iberia
161,Codenames,2015,7.429,7.53,103629,https://boardgamegeek.com/boardgame/178900/codenames
162,Clank! In! Space!: A Deck-Building Adventure,2017,7.429,7.76,16074,https://boardgamegeek.com/boardgame/233371/clank-in-space-a-deck-building-adventure
163,The 7th Continent,2017,7.421,7.73,23158,https://boardgamegeek.com/boardgame/180263/the-7th-continent
164,Tyrants of the Underdark,2016,7.419,7.91,10769,https://boardgamegeek.com/boardgame/189932/tyrants-of-the-underdark
165,Champions of Midgard,2015,7.415,7.70,18744,https://boardgamegeek.com/boardgame/172287/champions-of-midgard
166,Rajas of the Ganges,2017,7.414,7.72,16043,https://boardgamegeek.com/boardgame/220877/rajas-of-the-ganges
167,Magic: The Gathering,1993,7.414,7.60,42952,https://boardgamegeek.com/boardgame/463/magic-the-gathering
168,Planet Unknown,2022,7.410,7.76,13993,https://boardgamegeek.com/boardgame/258779/planet-unknown
169,Hadrian's Wall,2021,7.409,7.88,10555,https://boardgamegeek.com/boardgame/304783/hadrians-wall
170,Too Many Bones: Undertow,2018,7.405,8.65,4006,https://boardgamegeek.com/boardgame/235802/too-many-bones-undertow
171,Pandemic,2008,7.405,7.51,134789,https://boardgamegeek.com/boardgame/30549/pandemic
172,Roll for the Galaxy,2014,7.404,7.56,33567,https://boardgamegeek.com/boardgame/132531/roll-for-the-galaxy
173,Targi,2012,7.403,7.59,26641,https://boardgamegeek.com/boardgame/118048/targi
174,Star Realms,2014,7.400,7.55,47920,https://boardgamegeek.com/boardgame/147020/star-realms
175,PARKS,2019,7.398,7.62,30547,https://boardgamegeek.com/boardgame/266524/parks
176,Dominion: Second Edition,2016,7.397,7.82,12768,https://boardgamegeek.com/boardgame/209418/dominion-second-edition
177,Alchemists,2014,7.396,7.64,24398,https://boardgamegeek.com/boardgame/161970/alchemists
178,Ticket to Ride: Europe,2005,7.396,7.52,85184,https://boardgamegeek.com/boardgame/14996/ticket-to-ride-europe
179,Andromeda's Edge,2024,7.392,8.26,5982,https://boardgamegeek.com/boardgame/358661/andromedas-edge
180,Cartographers,2019,7.391,7.56,36009,https://boardgamegeek.com/boardgame/263918/cartographers
181,Undaunted: Normandy,2019,7.391,7.77,14157,https://boardgamegeek.com/boardgame/268864/undaunted-normandy
182,Res Arcana,2019,7.390,7.61,25650,https://boardgamegeek.com/boardgame/262712/res-arcana
183,War Chest,2018,7.390,7.82,12406,https://boardgamegeek.com/boardgame/249259/war-chest
184,It's a Wonderful World,2019,7.387,7.63,23079,https://boardgamegeek.com/boardgame/271324/its-a-wonderful-world
185,The Lord of the Rings: The Card Game,2011,7.385,7.66,25096,https://boardgamegeek.com/boardgame/77423/the-lord-of-the-rings-the-card-game
186,Watergate,2019,7.384,7.72,14218,https://boardgamegeek.com/boardgame/274364/watergate
187,Civolution,2024,7.382,8.19,5816,https://boardgamegeek.com/boardgame/400602/civolution
188,Stone Age,2008,7.381,7.51,55780,https://boardgamegeek.com/boardgame/34635/stone-age
189,Terraforming Mars: Ares Expedition,2021,7.374,7.64,21014,https://boardgamegeek.com/boardgame/328871/terraforming-mars-ares-expedition
190,Unmatched: Cobble & Fog,2020,7.373,7.92,9590,https://boardgamegeek.com/boardgame/294484/unmatched-cobble-and-fog
191,Istanbul,2014,7.373,7.54,33626,https://boardgamegeek.com/boardgame/148949/istanbul
192,Praga Caput Regni,2020,7.372,7.84,10479,https://boardgamegeek.com/boardgame/308765/praga-caput-regni
193,The Isle of Cats,2019,7.370,7.62,25145,https://boardgamegeek.com/boardgame/281259/the-isle-of-cats
194,Viscounts of the West Kingdom,2020,7.369,7.80,11478,https://boardgamegeek.com/boardgame/296151/viscounts-of-the-west-kingdom
195,Star Wars: Outer Rim,2019,7.369,7.75,15097,https://boardgamegeek.com/boardgame/271896/star-wars-outer-rim
196,Xia: Legends of a Drift System,2014,7.368,7.86,11079,https://boardgamegeek.com/boardgame/82222/xia-legends-of-a-drift-system
197,Legendary Encounters: An Alien Deck Building Game,2014,7.367,7.75,13719,https://boardgamegeek.com/boardgame/146652/legendary-encounters-an-alien-deck-building-game
198,Great Western Trail: Argentina,2022,7.366,8.22,5427,https://boardgamegeek.com/boardgame/364011/great-western-trail-argentina
199,Kemet,2012,7.364,7.63,20052,https://boardgamegeek.com/boardgame/127023/kemet
200,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1981,7.363,7.60,22765,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-the-thames-mu
201,Marco Polo II: In the Service of the Khan,2019,7.363,7.92,8324,https://boardgamegeek.com/boardgame/283948/marco-polo-ii-in-the-service-of-the-khan
202,Jaipur,2009,7.362,7.48,57950,https://boardgamegeek.com/boardgame/54043/jaipur
203,That's Pretty Clever!,2018,7.362,7.55,27850,https://boardgamegeek.com/boardgame/244522/thats-pretty-clever
204,Star Wars: X-Wing Miniatures Game,2012,7.362,7.63,25522,https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game
205,Glen More II: Chronicles,2019,7.362,7.86,9469,https://boardgamegeek.com/boardgame/265188/glen-more-ii-chronicles
206,Endeavor: Age of Sail,2018,7.359,7.84,10332,https://boardgamegeek.com/boardgame/233398/endeavor-age-of-sail
207,7 Wonders (Second Edition),2020,7.359,7.83,11828,https://boardgamegeek.com/boardgame/316377/7-wonders-second-edition
208,Radlands,2021,7.356,7.74,14132,https://boardgamegeek.com/boardgame/329082/radlands
209,Earth,2023,7.355,7.62,21070,https://boardgamegeek.com/boardgame/350184/earth
210,Dune,2019,7.352,7.92,10715,https://boardgamegeek.com/boardgame/283355/dune
211,Welcome To...,2018,7.351,7.51,34671,https://boardgamegeek.com/boardgame/233867/welcome-to
212,Welcome to the Moon,2021,7.351,7.85,9407,https://boardgamegeek.com/boardgame/339789/welcome-to-the-moon
213,This War of Mine: The Board Game,2017,7.338,7.76,14509,https://boardgamegeek.com/boardgame/188920/this-war-of-mine-the-board-game
214,Chaos in the Old World,2009,7.337,7.66,16151,https://boardgamegeek.com/boardgame/43111/chaos-in-the-old-world
215,John Company: Second Edition,2022,7.337,8.24,5398,https://boardgamegeek.com/boardgame/332686/john-company-second-edition
216,Meadow,2021,7.336,7.70,13753,https://boardgamegeek.com/boardgame/314491/meadow
217,Vantage,2025,7.335,8.23,6268,https://boardgamegeek.com/boardgame/420033/vantage
218,War of the Ring,2004,7.332,7.78,10968,https://boardgamegeek.com/boardgame/9609/war-of-the-ring
219,Memoir '44,2004,7.331,7.53,31876,https://boardgamegeek.com/boardgame/10630/memoir-44
220,Star Wars: The Deckbuilding Game,2023,7.331,7.81,10706,https://boardgamegeek.com/boardgame/374173/star-wars-the-deckbuilding-game
221,Modern Art,1992,7.330,7.52,25323,https://boardgamegeek.com/boardgame/118/modern-art
222,The Red Cathedral,2020,7.329,7.66,15508,https://boardgamegeek.com/boardgame/227224/the-red-cathedral
223,Sagrada,2017,7.325,7.47,47607,https://boardgamegeek.com/boardgame/199561/sagrada
224,Space Base,2018,7.324,7.54,23368,https://boardgamegeek.com/boardgame/242302/space-base
225,The Elder Scrolls: Betrayal of the Second Era,2025,7.322,8.92,3468,https://boardgamegeek.com/boardgame/356080/the-elder-scrolls-betrayal-of-the-second-era
226,Return to Dark Tower,2022,7.318,8.20,5861,https://boardgamegeek.com/boardgame/256680/return-to-dark-tower
227,Descent: Journeys in the Dark (Second Edition),2012,7.317,7.60,26009,https://boardgamegeek.com/boardgame/104162/descent-journeys-in-the-dark-second-edition
228,Cosmic Encounter,2008,7.314,7.51,34855,https://boardgamegeek.com/boardgame/39463/cosmic-encounter
229,Thunder Road: Vendetta,2023,7.314,7.90,7930,https://boardgamegeek.com/boardgame/342070/thunder-road-vendetta
230,Sekigahara: The Unification of Japan,2011,7.313,7.99,6628,https://boardgamegeek.com/boardgame/25021/sekigahara-the-unification-of-japan
231,Castle Combo,2024,7.313,7.67,13780,https://boardgamegeek.com/boardgame/416851/castle-combo
232,Clash of Cultures: Monumental Edition,2021,7.312,8.27,5021,https://boardgamegeek.com/boardgame/299659/clash-of-cultures-monumental-edition
233,Castles of Mad King Ludwig,2014,7.309,7.50,27763,https://boardgamegeek.com/boardgame/155426/castles-of-mad-king-ludwig
234,Paleo,2020,7.308,7.65,15951,https://boardgamegeek.com/boardgame/300531/paleo
235,Go,2200,7.304,7.66,18329,https://boardgamegeek.com/boardgame/188/go
236,The Resistance: Avalon,2012,7.303,7.49,36515,https://boardgamegeek.com/boardgame/128882/the-resistance-avalon
237,A Game of Thrones: The Board Game (Second Edition),2011,7.302,7.53,36908,https://boardgamegeek.com/boardgame/103343/a-game-of-thrones-the-board-game-second-edition
238,Ticket to Ride: Nordic Countries,2007,7.299,7.62,15114,https://boardgamegeek.com/boardgame/31627/ticket-to-ride-nordic-countries
239,Carcassonne,2000,7.299,7.42,139360,https://boardgamegeek.com/boardgame/822/carcassonne
240,Azul: Summer Pavilion,2019,7.298,7.57,19299,https://boardgamegeek.com/boardgame/287954/azul-summer-pavilion
241,Horrified,2019,7.296,7.59,19848,https://boardgamegeek.com/boardgame/282524/horrified
242,Railways of the World,2005,7.296,7.66,12593,https://boardgamegeek.com/boardgame/17133/railways-of-the-world
243,Splendor,2014,7.293,7.42,89857,https://boardgamegeek.com/boardgame/148228/splendor
244,Ora et Labora,2011,7.288,7.67,11586,https://boardgamegeek.com/boardgame/70149/ora-et-labora
245,Captain Sonar,2016,7.287,7.50,23704,https://boardgamegeek.com/boardgame/171131/captain-sonar
246,Village,2011,7.284,7.48,24428,https://boardgamegeek.com/boardgame/104006/village
247,Suburbia,2012,7.278,7.46,26479,https://boardgamegeek.com/boardgame/123260/suburbia
248,The Taverns of Tiefenthal,2019,7.276,7.57,17018,https://boardgamegeek.com/boardgame/269207/the-taverns-of-tiefenthal
249,Tichu,1991,7.276,7.57,16822,https://boardgamegeek.com/boardgame/215/tichu
